recording_id	prompt_id	take	tier	kind	asaxi	translation_en	translation_scope	dictionary_pitch_by_word	predicted_utterance_pitch_by_word	morphology_by_word	predicted_boundary_tone	reference_authority	reference_reading	reference_agreement	annotation_status
asx_lex_cf7101ea64e2_t02	asx_lex_cf7101ea64e2	2	A	lexical_citation	hùxaxaśbibåbå.	hamstrings (citation form)	exact	hùxaxaśbibåbå [L.L.L.H.L.L]	hùxaxaśbibåbå [H.L.L.H.L.L]	hùxaxaśbibåbå [lexical]	L%	dictionary	L.L.L.H.L.L	exact	dictionary
asx_lex_a736d6cba280_t01	asx_lex_a736d6cba280	1	A	lexical_citation	sivëshá.	civet (citation form)	exact	sivëshá [L.L.H]	sivëshá [H.L.L]	sivëshá [lexical]	L%	dictionary	L.L.H	exact	dictionary
asx_lex_a736d6cba280_t02	asx_lex_a736d6cba280	2	A	lexical_citation	sivëshá.	civet (citation form)	exact	sivëshá [L.L.H]	sivëshá [H.L.L]	sivëshá [lexical]	L%	dictionary	L.L.H	exact	dictionary
asx_lex_38e953f1b6fe_t01	asx_lex_38e953f1b6fe	1	A	lexical_citation	gabåbåshá.	muscular being, bodybuilder, hulk, muscle-beast, hunk (citation form)	exact	gabåbåshá [L.H.L.L]	gabåbåshá [H.L.L.L]	gabåbåshá [lexical]	L%	dictionary	L.H.L.L	exact	dictionary
asx_lex_38e953f1b6fe_t02	asx_lex_38e953f1b6fe	2	A	lexical_citation	gabåbåshá.	muscular being, bodybuilder, hulk, muscle-beast, hunk (citation form)	exact	gabåbåshá [L.H.L.L]	gabåbåshá [H.L.L.L]	gabåbåshá [lexical]	L%	dictionary	L.H.L.L	exact	dictionary
asx_lex_3901a3037707_t01	asx_lex_3901a3037707	1	A	lexical_citation	gabåbwoshá.	strongman, powerlifter, brute, one with a bear-like physique (citation form)	exact	gabåbwoshá [L.L.H.L]	gabåbwoshá [H.L.H.L]	gabåbwoshá [lexical]	L%	dictionary	L.L.H.L	exact	dictionary
asx_lex_3901a3037707_t02	asx_lex_3901a3037707	2	A	lexical_citation	gabåbwoshá.	strongman, powerlifter, brute, one with a bear-like physique (citation form)	exact	gabåbwoshá [L.L.H.L]	gabåbwoshá [H.L.H.L]	gabåbwoshá [lexical]	L%	dictionary	L.L.H.L	exact	dictionary
asx_lex_440231bf702f_t01	asx_lex_440231bf702f	1	A	lexical_citation	gajýnnshá.	were-hyena, gnoll, hyena-man (citation form)	exact	gajýnnshá [L.L.L.H]	gajýnnshá [H.L.L.L]	gajýnnshá [lexical]	L%	dictionary	L.L.L.H	exact	dictionary
asx_lex_440231bf702f_t02	asx_lex_440231bf702f	2	A	lexical_citation	gajýnnshá.	were-hyena, gnoll, hyena-man (citation form)	exact	gajýnnshá [L.L.L.H]	gajýnnshá [H.L.L.L]	gajýnnshá [lexical]	L%	dictionary	L.L.L.H	exact	dictionary
asx_lex_2eb78f54b71a_t01	asx_lex_2eb78f54b71a	1	A	lexical_citation	måniåkam.	by the time that...(citation form)	exact	måniåkam [L.L.L.L]	måniåkam [H.L.L.L]	måniåkam [lexical]	L%	dictionary	L.L.L.L	exact	dictionary
asx_lex_2eb78f54b71a_t02	asx_lex_2eb78f54b71a	2	A	lexical_citation	måniåkam.	by the time that...(citation form)	exact	måniåkam [L.L.L.L]	måniåkam [H.L.L.L]	måniåkam [lexical]	L%	dictionary	L.L.L.L	exact	dictionary
asx_lex_6330e6563961_t01	asx_lex_6330e6563961	1	A	lexical_citation	nihèka.	to begin, to start (citation form)	exact	nihèka [H.H.L]	nihèka [H.H.L]	nihèka [lexical]	L%	dictionary	H.H.L	exact	dictionary
asx_lex_6330e6563961_t02	asx_lex_6330e6563961	2	A	lexical_citation	nihèka.	to begin, to start (citation form)	exact	nihèka [H.H.L]	nihèka [H.H.L]	nihèka [lexical]	L%	dictionary	H.H.L	exact	dictionary
asx_lex_b5f7c5bb4230_t01	asx_lex_b5f7c5bb4230	1	A	lexical_citation	tamỏbwopùxaśbibåbå.	gastrocnemius, calf muscle (citation form)	exact	tamỏbwopùxaśbibåbå [H.L.L.L.L.L.L.L]	tamỏbwopùxaśbibåbå [H.L.L.L.L.L.L.L]	tamỏbwopùxaśbibåbå [lexical]	L%	dictionary	H.L.L.L.L.L.L.L	exact	dictionary
asx_lex_b5f7c5bb4230_t02	asx_lex_b5f7c5bb4230	2	A	lexical_citation	tamỏbwopùxaśbibåbå.	gastrocnemius, calf muscle (citation form)	exact	tamỏbwopùxaśbibåbå [H.L.L.L.L.L.L.L]	tamỏbwopùxaśbibåbå [H.L.L.L.L.L.L.L]	tamỏbwopùxaśbibåbå [lexical]	L%	dictionary	H.L.L.L.L.L.L.L	exact	dictionary
asx_lex_c1fc2c199d3c_t01	asx_lex_c1fc2c199d3c	1	A	lexical_citation	papùxaśbibåbå.	tibialis anterior (citation form)	exact	papùxaśbibåbå [L.L.H.L.L.L]	papùxaśbibåbå [H.L.H.L.L.L]	papùxaśbibåbå [lexical]	L%	dictionary	L.L.H.L.L.L	exact	dictionary
asx_lex_c1fc2c199d3c_t02	asx_lex_c1fc2c199d3c	2	A	lexical_citation	papùxaśbibåbå.	tibialis anterior (citation form)	exact	papùxaśbibåbå [L.L.H.L.L.L]	papùxaśbibåbå [H.L.H.L.L.L]	papùxaśbibåbå [lexical]	L%	dictionary	L.L.H.L.L.L	exact	dictionary
asx_lex_224e7f48c205_t01	asx_lex_224e7f48c205	1	A	lexical_citation	năbwonădăsùkină.	most beloved, dearest (citation form)	exact	năbwonădăsùkină [L.H.L.L.L.L.L]	năbwonădăsùkină [H.L.L.L.L.L.L]	năbwonădăsùkină [lexical]	L%	dictionary	L.H.L.L.L.L.L	exact	dictionary
asx_lex_224e7f48c205_t02	asx_lex_224e7f48c205	2	A	lexical_citation	năbwonădăsùkină.	most beloved, dearest (citation form)	exact	năbwonădăsùkină [L.H.L.L.L.L.L]	năbwonădăsùkină [H.L.L.L.L.L.L]	năbwonădăsùkină [lexical]	L%	dictionary	L.H.L.L.L.L.L	exact	dictionary
asx_lex_cd10271d058b_t01	asx_lex_cd10271d058b	1	A	lexical_citation	pùtëbibåbå.	forearm muscles (citation form)	exact	pùtëbibåbå [L.H.L.L.L]	pùtëbibåbå [H.L.L.L.L]	pùtëbibåbå [lexical]	L%	dictionary	L.H.L.L.L	exact	dictionary
asx_lex_cd10271d058b_t02	asx_lex_cd10271d058b	2	A	lexical_citation	pùtëbibåbå.	forearm muscles (citation form)	exact	pùtëbibåbå [L.H.L.L.L]	pùtëbibåbå [H.L.L.L.L]	pùtëbibåbå [lexical]	L%	dictionary	L.H.L.L.L	exact	dictionary
asx_lex_4b06fc2eb61e_t01	asx_lex_4b06fc2eb61e	1	A	lexical_citation	zèvoshů.	to defame (citation form)	exact	zèvoshů [H.L.L]	zèvoshů [H.L.L]	zèvoshů [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_4b06fc2eb61e_t02	asx_lex_4b06fc2eb61e	2	A	lexical_citation	zèvoshů.	to defame (citation form)	exact	zèvoshů [H.L.L]	zèvoshů [H.L.L]	zèvoshů [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_73a0fbd93fee_t01	asx_lex_73a0fbd93fee	1	A	lexical_citation	ŕă.	5, five (citation form)	exact	ŕă [H]	ŕă [H]	ŕă [lexical]	L%	dictionary	H	exact	dictionary
asx_lex_73a0fbd93fee_t02	asx_lex_73a0fbd93fee	2	A	lexical_citation	ŕă.	5, five (citation form)	exact	ŕă [H]	ŕă [H]	ŕă [lexical]	L%	dictionary	H	exact	dictionary
asx_lex_f898641862c3_t01	asx_lex_f898641862c3	1	A	lexical_citation	fùcù.	to clean, wash, cleanse (citation form)	exact	fùcù [H.L]	fùcù [H.L]	fùcù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_f898641862c3_t02	asx_lex_f898641862c3	2	A	lexical_citation	fùcù.	to clean, wash, cleanse (citation form)	exact	fùcù [H.L]	fùcù [H.L]	fùcù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_9ddc1992236c_t01	asx_lex_9ddc1992236c	1	A	lexical_citation	såŕåshá.	singer (citation form)	exact	såŕåshá [H.L.L]	såŕåshá [H.L.L]	såŕåshá [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_9ddc1992236c_t02	asx_lex_9ddc1992236c	2	A	lexical_citation	såŕåshá.	singer (citation form)	exact	såŕåshá [H.L.L]	såŕåshá [H.L.L]	såŕåshá [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_cc1c336f1d71_t01	asx_lex_cc1c336f1d71	1	A	lexical_citation	fgăŕo.	lake (citation form)	exact	fgăŕo [H.L]	fgăŕo [H.L]	fgăŕo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_cc1c336f1d71_t02	asx_lex_cc1c336f1d71	2	A	lexical_citation	fgăŕo.	lake (citation form)	exact	fgăŕo [H.L]	fgăŕo [H.L]	fgăŕo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_557dc2066fa9_t01	asx_lex_557dc2066fa9	1	A	lexical_citation	kŕùnýj.	rusty, oxide-red, dull cold-red (citation form)	exact	kŕùnýj [H.H]	kŕùnýj [H.H]	kŕùnýj [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_557dc2066fa9_t02	asx_lex_557dc2066fa9	2	A	lexical_citation	kŕùnýj.	rusty, oxide-red, dull cold-red (citation form)	exact	kŕùnýj [H.H]	kŕùnýj [H.H]	kŕùnýj [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_4a7dc1334fbc_t01	asx_lex_4a7dc1334fbc	1	A	lexical_citation	mibo.	to thank (citation form)	exact	mibo [H.L]	mibo [H.L]	mibo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_4a7dc1334fbc_t02	asx_lex_4a7dc1334fbc	2	A	lexical_citation	mibo.	to thank (citation form)	exact	mibo [H.L]	mibo [H.L]	mibo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_3463b74e871f_t01	asx_lex_3463b74e871f	1	A	lexical_citation	bwonů.	to be fat, to be obese, to have body fat (citation form)	exact	bwonů [H.H]	bwonů [H.H]	bwonů [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_3463b74e871f_t02	asx_lex_3463b74e871f	2	A	lexical_citation	bwonů.	to be fat, to be obese, to have body fat (citation form)	exact	bwonů [H.H]	bwonů [H.H]	bwonů [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_ba4c9a25d698_t01	asx_lex_ba4c9a25d698	1	A	lexical_citation	maaśù.	to carry (citation form)	exact	maaśù [H.L.L]	maaśù [H.L.L]	maaśù [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_ba4c9a25d698_t02	asx_lex_ba4c9a25d698	2	A	lexical_citation	maaśù.	to carry (citation form)	exact	maaśù [H.L.L]	maaśù [H.L.L]	maaśù [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_294ccf0d5283_t01	asx_lex_294ccf0d5283	1	A	lexical_citation	vå.	when (citation form)	exact	vå [L]	vå [H]	vå [lexical]	L%	dictionary	L	exact	dictionary
asx_lex_294ccf0d5283_t02	asx_lex_294ccf0d5283	2	A	lexical_citation	vå.	when (citation form)	exact	vå [L]	vå [H]	vå [lexical]	L%	dictionary	L	exact	dictionary
asx_lex_ebb7571319eb_t01	asx_lex_ebb7571319eb	1	A	lexical_citation	kiŕo.	pickaxe (citation form)	exact	kiŕo [H.L]	kiŕo [H.L]	kiŕo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_ebb7571319eb_t02	asx_lex_ebb7571319eb	2	A	lexical_citation	kiŕo.	pickaxe (citation form)	exact	kiŕo [H.L]	kiŕo [H.L]	kiŕo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_9545bcd418b9_t01	asx_lex_9545bcd418b9	1	A	lexical_citation	kùkishá.	insect, bug (citation form)	exact	kùkishá [H.L.L]	kùkishá [H.L.L]	kùkishá [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_9545bcd418b9_t02	asx_lex_9545bcd418b9	2	A	lexical_citation	kùkishá.	insect, bug (citation form)	exact	kùkishá [H.L.L]	kùkishá [H.L.L]	kùkishá [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_96676a379f07_t01	asx_lex_96676a379f07	1	A	lexical_citation	ỏbwonů.	to cuddle (citation form)	exact	ỏbwonů [L.H.L]	ỏbwonů [H.L.L]	ỏbwonů [lexical]	L%	dictionary	L.H.L	exact	dictionary
asx_lex_96676a379f07_t02	asx_lex_96676a379f07	2	A	lexical_citation	ỏbwonů.	to cuddle (citation form)	exact	ỏbwonů [L.H.L]	ỏbwonů [H.L.L]	ỏbwonů [lexical]	L%	dictionary	L.H.L	exact	dictionary
asx_lex_e727c5d9f5b3_t01	asx_lex_e727c5d9f5b3	1	A	lexical_citation	kogo.	knee (citation form)	exact	kogo [H.L]	kogo [H.L]	kogo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_e727c5d9f5b3_t02	asx_lex_e727c5d9f5b3	2	A	lexical_citation	kogo.	knee (citation form)	exact	kogo [H.L]	kogo [H.L]	kogo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_5951ade324c1_t01	asx_lex_5951ade324c1	1	A	lexical_citation	fŕăfŕă.	to spin, to whirl (citation form)	exact	fŕăfŕă [H.L]	fŕăfŕă [H.L]	fŕăfŕă [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_5951ade324c1_t02	asx_lex_5951ade324c1	2	A	lexical_citation	fŕăfŕă.	to spin, to whirl (citation form)	exact	fŕăfŕă [H.L]	fŕăfŕă [H.L]	fŕăfŕă [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_957a79296454_t01	asx_lex_957a79296454	1	A	lexical_citation	kùso.	faeces, dung (citation form)	exact	kùso [H.L]	kùso [H.L]	kùso [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_957a79296454_t02	asx_lex_957a79296454	2	A	lexical_citation	kùso.	faeces, dung (citation form)	exact	kùso [H.L]	kùso [H.L]	kùso [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_a442bb4d0ad2_t01	asx_lex_a442bb4d0ad2	1	A	lexical_citation	tomo'.	stop, cease, end, quit (citation form)	exact	tomo' [H.L]	tomo' [H.L]	tomo' [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_a442bb4d0ad2_t02	asx_lex_a442bb4d0ad2	2	A	lexical_citation	tomo'.	stop, cease, end, quit (citation form)	exact	tomo' [H.L]	tomo' [H.L]	tomo' [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_e5b2df2f5871_t01	asx_lex_e5b2df2f5871	1	A	lexical_citation	ŕămáka.	hearth, stove (fire-vessel) (citation form)	exact	ŕămáka [H.L.L]	ŕămáka [H.L.L]	ŕămáka [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_e5b2df2f5871_t02	asx_lex_e5b2df2f5871	2	A	lexical_citation	ŕămáka.	hearth, stove (fire-vessel) (citation form)	exact	ŕămáka [H.L.L]	ŕămáka [H.L.L]	ŕămáka [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_2b80bb203d1e_t01	asx_lex_2b80bb203d1e	1	A	lexical_citation	shějýnkam.	school (education-structure) (citation form)	exact	shějýnkam [H.L.L]	shějýnkam [H.L.L]	shějýnkam [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_2b80bb203d1e_t02	asx_lex_2b80bb203d1e	2	A	lexical_citation	shějýnkam.	school (education-structure) (citation form)	exact	shějýnkam [H.L.L]	shějýnkam [H.L.L]	shějýnkam [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_44eba2bca6a8_t01	asx_lex_44eba2bca6a8	1	A	lexical_citation	kèno.	a question (citation form)	exact	kèno [H.L]	kèno [H.L]	kèno [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_44eba2bca6a8_t02	asx_lex_44eba2bca6a8	2	A	lexical_citation	kèno.	a question (citation form)	exact	kèno [H.L]	kèno [H.L]	kèno [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_106792788fb1_t01	asx_lex_106792788fb1	1	A	lexical_citation	zhåka.	to fear, to dread (citation form)	exact	zhåka [H.L]	zhåka [H.L]	zhåka [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_106792788fb1_t02	asx_lex_106792788fb1	2	A	lexical_citation	zhåka.	to fear, to dread (citation form)	exact	zhåka [H.L]	zhåka [H.L]	zhåka [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_11d006c26525_t01	asx_lex_11d006c26525	1	A	lexical_citation	tapù.	to take, to grab (citation form)	exact	tapù [H.L]	tapù [H.L]	tapù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_11d006c26525_t02	asx_lex_11d006c26525	2	A	lexical_citation	tapù.	to take, to grab (citation form)	exact	tapù [H.L]	tapù [H.L]	tapù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_90066c606c61_t01	asx_lex_90066c606c61	1	A	lexical_citation	pỏmáka.	bag, sack (cloth-vessel) (citation form)	exact	pỏmáka [H.L.L]	pỏmáka [H.L.L]	pỏmáka [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_90066c606c61_t02	asx_lex_90066c606c61	2	A	lexical_citation	pỏmáka.	bag, sack (cloth-vessel) (citation form)	exact	pỏmáka [H.L.L]	pỏmáka [H.L.L]	pỏmáka [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_af70fbb27448_t01	asx_lex_af70fbb27448	1	A	lexical_citation	gaxiro.	golden (citation form)	exact	gaxiro [L.H.L]	gaxiro [H.L.L]	gaxiro [lexical]	L%	dictionary	L.H.L	exact	dictionary
asx_lex_af70fbb27448_t02	asx_lex_af70fbb27448	2	A	lexical_citation	gaxiro.	golden (citation form)	exact	gaxiro [L.H.L]	gaxiro [H.L.L]	gaxiro [lexical]	L%	dictionary	L.H.L	exact	dictionary
asx_lex_a6e6188d5a29_t01	asx_lex_a6e6188d5a29	1	A	lexical_citation	těpỏ.	hair (citation form)	exact	těpỏ [L.H]	těpỏ [H.L]	těpỏ [lexical]	L%	dictionary	L.H	exact	dictionary
asx_lex_a6e6188d5a29_t02	asx_lex_a6e6188d5a29	2	A	lexical_citation	těpỏ.	hair (citation form)	exact	těpỏ [L.H]	těpỏ [H.L]	těpỏ [lexical]	L%	dictionary	L.H	exact	dictionary
asx_lex_28fe917cce72_t01	asx_lex_28fe917cce72	1	A	lexical_citation	poposhá.	turtle (shell-creature) (citation form)	exact	poposhá [H.L.L]	poposhá [H.L.L]	poposhá [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_28fe917cce72_t02	asx_lex_28fe917cce72	2	A	lexical_citation	poposhá.	turtle (shell-creature) (citation form)	exact	poposhá [H.L.L]	poposhá [H.L.L]	poposhá [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_1aac7421cf88_t01	asx_lex_1aac7421cf88	1	A	lexical_citation	ỏbwo.	belly, paunch, stomach (fat), gut (citation form)	exact	ỏbwo [L.H]	ỏbwo [H.L]	ỏbwo [lexical]	L%	dictionary	L.H	exact	dictionary
asx_lex_1aac7421cf88_t02	asx_lex_1aac7421cf88	2	A	lexical_citation	ỏbwo.	belly, paunch, stomach (fat), gut (citation form)	exact	ỏbwo [L.H]	ỏbwo [H.L]	ỏbwo [lexical]	L%	dictionary	L.H	exact	dictionary
asx_lex_39ca13d36c82_t01	asx_lex_39ca13d36c82	1	A	lexical_citation	måmå.	up to, until, as far as (citation form)	exact	måmå [H.L]	måmå [H.L]	måmå [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_39ca13d36c82_t02	asx_lex_39ca13d36c82	2	A	lexical_citation	måmå.	up to, until, as far as (citation form)	exact	måmå [H.L]	måmå [H.L]	måmå [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_92e841852461_t01	asx_lex_92e841852461	1	A	lexical_citation	săano.	cooked food, baked goods, bread (citation form)	exact	săano [H.L.L]	săano [H.L.L]	săano [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_92e841852461_t02	asx_lex_92e841852461	2	A	lexical_citation	săano.	cooked food, baked goods, bread (citation form)	exact	săano [H.L.L]	săano [H.L.L]	săano [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_21582780fb4f_t01	asx_lex_21582780fb4f	1	A	lexical_citation	apo.	apple (citation form)	exact	apo [H.L]	apo [H.L]	apo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_21582780fb4f_t02	asx_lex_21582780fb4f	2	A	lexical_citation	apo.	apple (citation form)	exact	apo [H.L]	apo [H.L]	apo [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_1005ec471232_t01	asx_lex_1005ec471232	1	A	lexical_citation	zá.	with, accompanied by (citation form)	exact	zá [L]	zá [H]	zá [lexical]	L%	dictionary	L	exact	dictionary
asx_lex_1005ec471232_t02	asx_lex_1005ec471232	2	A	lexical_citation	zá.	with, accompanied by (citation form)	exact	zá [L]	zá [H]	zá [lexical]	L%	dictionary	L	exact	dictionary
asx_lex_f0aa8592b41b_t01	asx_lex_f0aa8592b41b	1	A	lexical_citation	kamshákam.	gym, fitness centre (citation form)	exact	kamshákam [H.L.L]	kamshákam [H.L.L]	kamshákam [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_f0aa8592b41b_t02	asx_lex_f0aa8592b41b	2	A	lexical_citation	kamshákam.	gym, fitness centre (citation form)	exact	kamshákam [H.L.L]	kamshákam [H.L.L]	kamshákam [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_6717b3c8f028_t01	asx_lex_6717b3c8f028	1	A	lexical_citation	gokam.	tower / keep (citation form)	exact	gokam [H.H]	gokam [H.H]	gokam [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_6717b3c8f028_t02	asx_lex_6717b3c8f028	2	A	lexical_citation	gokam.	tower / keep (citation form)	exact	gokam [H.H]	gokam [H.H]	gokam [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_764de4e02619_t01	asx_lex_764de4e02619	1	A	lexical_citation	fjonýj.	abstract, conceptual, concept-like (citation form)	exact	fjonýj [H.H]	fjonýj [H.H]	fjonýj [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_764de4e02619_t02	asx_lex_764de4e02619	2	A	lexical_citation	fjonýj.	abstract, conceptual, concept-like (citation form)	exact	fjonýj [H.H]	fjonýj [H.H]	fjonýj [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_e4ce51116319_t01	asx_lex_e4ce51116319	1	A	lexical_citation	vako.	maize, corn (citation form)	exact	vako [H.L]	vako [H.L]	vako [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_e4ce51116319_t02	asx_lex_e4ce51116319	2	A	lexical_citation	vako.	maize, corn (citation form)	exact	vako [H.L]	vako [H.L]	vako [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_ee4d892ad50f_t01	asx_lex_ee4d892ad50f	1	A	lexical_citation	frënă.	free, at liberty (citation form)	exact	frënă [H.H]	frënă [H.H]	frënă [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_ee4d892ad50f_t02	asx_lex_ee4d892ad50f	2	A	lexical_citation	frënă.	free, at liberty (citation form)	exact	frënă [H.H]	frënă [H.H]	frënă [lexical]	L%	dictionary	H.H	exact	dictionary
asx_lex_7cca4c3ee711_t01	asx_lex_7cca4c3ee711	1	A	lexical_citation	sigonů.	to count, to tally (citation form)	exact	sigonů [H.H.H]	sigonů [H.H.H]	sigonů [lexical]	L%	dictionary	H.H.H	exact	dictionary
asx_lex_7cca4c3ee711_t02	asx_lex_7cca4c3ee711	2	A	lexical_citation	sigonů.	to count, to tally (citation form)	exact	sigonů [H.H.H]	sigonů [H.H.H]	sigonů [lexical]	L%	dictionary	H.H.H	exact	dictionary
asx_lex_481393821635_t01	asx_lex_481393821635	1	A	lexical_citation	ijono.	vision, eyesight, sight (faculty) (citation form)	exact	ijono [H.L.L]	ijono [H.L.L]	ijono [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_481393821635_t02	asx_lex_481393821635	2	A	lexical_citation	ijono.	vision, eyesight, sight (faculty) (citation form)	exact	ijono [H.L.L]	ijono [H.L.L]	ijono [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_d523ed1ca80e_t01	asx_lex_d523ed1ca80e	1	A	lexical_citation	fůnono.	rubbish, junk, worthless things (citation form)	exact	fůnono [H.L.L]	fůnono [H.L.L]	fůnono [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_d523ed1ca80e_t02	asx_lex_d523ed1ca80e	2	A	lexical_citation	fůnono.	rubbish, junk, worthless things (citation form)	exact	fůnono [H.L.L]	fůnono [H.L.L]	fůnono [lexical]	L%	dictionary	H.L.L	exact	dictionary
asx_lex_7fbd9e48848f_t01	asx_lex_7fbd9e48848f	1	A	lexical_citation	xohù.	to retreat, to withdraw, to back up, to reverse (citation form)	exact	xohù [H.L]	xohù [H.L]	xohù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_7fbd9e48848f_t02	asx_lex_7fbd9e48848f	2	A	lexical_citation	xohù.	to retreat, to withdraw, to back up, to reverse (citation form)	exact	xohù [H.L]	xohù [H.L]	xohù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_49735b9edb5b_t01	asx_lex_49735b9edb5b	1	A	lexical_citation	måmåni.	As far as to (citation form)	exact	måmåni [L.L.L]	måmåni [H.L.L]	måmåni [lexical]	L%	dictionary	L.L.L	exact	dictionary
asx_lex_49735b9edb5b_t02	asx_lex_49735b9edb5b	2	A	lexical_citation	måmåni.	As far as to (citation form)	exact	måmåni [L.L.L]	måmåni [H.L.L]	måmåni [lexical]	L%	dictionary	L.L.L	exact	dictionary
asx_lex_c2eb7ce68a22_t01	asx_lex_c2eb7ce68a22	1	A	lexical_citation	hùhù.	wolf (citation form)	exact	hùhù [H.L]	hùhù [H.L]	hùhù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_c2eb7ce68a22_t02	asx_lex_c2eb7ce68a22	2	A	lexical_citation	hùhù.	wolf (citation form)	exact	hùhù [H.L]	hùhù [H.L]	hùhù [lexical]	L%	dictionary	H.L	exact	dictionary
asx_lex_73f751936323_t01	asx_lex_73f751936323	1	A	lexical_citation	onýj.	this (citation form)	exact	onýj [L.L]	onýj [H.L]	onýj [lexical]	L%	dictionary	L.L	exact	dictionary
